Model,Class,Size,Repeat,Accuracy
NB,7,3162,67,0.8503401360544217
NB,8,3162,67,0.7710843373493976
NB,9,3162,67,0.847457627118644
TAN,0,3162,67,0.9526462395543176
TAN,1,3162,67,0.9318181818181818
TAN,2,3162,67,0.8636363636363636
TAN,3,3162,67,0.7831325301204819
TAN,4,3162,67,0.89
TAN,5,3162,67,0.83125
TAN,6,3162,67,0.8647058823529412
TAN,7,3162,67,0.8231292517006803
TAN,8,3162,67,0.7891566265060241
TAN,9,3162,67,0.8983050847457628
Logistic,0,3162,67,0.9693593314763231
Logistic,1,3162,67,0.9545454545454546
Logistic,2,3162,67,0.8383838383838383
Logistic,3,3162,67,0.8493975903614458
Logistic,4,3162,67,0.855
Logistic,5,3162,67,0.76875
Logistic,6,3162,67,0.9058823529411765
Logistic,7,3162,67,0.891156462585034
Logistic,8,3162,67,0.7891566265060241
Logistic,9,3162,67,0.9378531073446328
Logistic TAN,0,3162,67,0.9721448467966574
Logistic TAN,1,3162,67,0.9507575757575758
Logistic TAN,2,3162,67,0.8535353535353535
Logistic TAN,3,3162,67,0.8373493975903614
Logistic TAN,4,3162,67,0.89
Logistic TAN,5,3162,67,0.8125
Logistic TAN,6,3162,67,0.9058823529411765
Logistic TAN,7,3162,67,0.9047619047619048
Logistic TAN,8,3162,67,0.7951807228915663
Logistic TAN,9,3162,67,0.9378531073446328
NB,0,3162,68,0.8635097493036211
NB,1,3162,68,0.9583333333333334
NB,2,3162,68,0.7676767676767676
NB,3,3162,68,0.7831325301204819
NB,4,3162,68,0.76
NB,5,3162,68,0.7875
NB,6,3162,68,0.8529411764705882
NB,7,3162,68,0.8027210884353742
NB,8,3162,68,0.7891566265060241
NB,9,3162,68,0.8248587570621468
TAN,0,3162,68,0.9498607242339833
TAN,1,3162,68,0.9393939393939394
TAN,2,3162,68,0.8484848484848485
TAN,3,3162,68,0.7771084337349398
TAN,4,3162,68,0.85
TAN,5,3162,68,0.825
TAN,6,3162,68,0.8823529411764706
TAN,7,3162,68,0.8231292517006803
TAN,8,3162,68,0.8493975903614458
TAN,9,3162,68,0.8926553672316384
Logistic,0,3162,68,0.9665738161559888
Logistic,1,3162,68,0.9659090909090909
Logistic,2,3162,68,0.8181818181818182
Logistic,3,3162,68,0.8433734939759037
Logistic,4,3162,68,0.87
Logistic,5,3162,68,0.7625
Logistic,6,3162,68,0.9176470588235294
Logistic,7,3162,68,0.9047619047619048
Logistic,8,3162,68,0.8253012048192772
Logistic,9,3162,68,0.9378531073446328
Logistic TAN,0,3162,68,0.9637883008356546
Logistic TAN,1,3162,68,0.9583333333333334
Logistic TAN,2,3162,68,0.8383838383838383
Logistic TAN,3,3162,68,0.8433734939759037
Logistic TAN,4,3162,68,0.89
Logistic TAN,5,3162,68,0.80625
Logistic TAN,6,3162,68,0.8941176470588236
Logistic TAN,7,3162,68,0.8979591836734694
Logistic TAN,8,3162,68,0.8493975903614458
Logistic TAN,9,3162,68,0.9152542372881356
NB,0,3162,69,0.8690807799442897
NB,1,3162,69,0.9507575757575758
NB,2,3162,69,0.7626262626262627
NB,3,3162,69,0.7951807228915663
NB,4,3162,69,0.775
NB,5,3162,69,0.775
NB,6,3162,69,0.8470588235294118
NB,7,3162,69,0.8367346938775511
NB,8,3162,69,0.7951807228915663
NB,9,3162,69,0.8305084745762712
TAN,0,3162,69,0.947075208913649
TAN,1,3162,69,0.9431818181818182
TAN,2,3162,69,0.8535353535353535
TAN,3,3162,69,0.8012048192771084
TAN,4,3162,69,0.9
TAN,5,3162,69,0.83125
TAN,6,3162,69,0.8588235294117647
TAN,7,3162,69,0.8503401360544217
TAN,8,3162,69,0.8012048192771084
TAN,9,3162,69,0.8983050847457628
Logistic,0,3162,69,0.9693593314763231
Logistic,1,3162,69,0.9583333333333334
Logistic,2,3162,69,0.8080808080808081
Logistic,3,3162,69,0.8373493975903614
Logistic,4,3162,69,0.89
Logistic,5,3162,69,0.825
Logistic,6,3162,69,0.9176470588235294
Logistic,7,3162,69,0.891156462585034
Logistic,8,3162,69,0.7891566265060241
Logistic,9,3162,69,0.9152542372881356
Logistic TAN,0,3162,69,0.9693593314763231
Logistic TAN,1,3162,69,0.9659090909090909
Logistic TAN,2,3162,69,0.8434343434343434
Logistic TAN,3,3162,69,0.8433734939759037
Logistic TAN,4,3162,69,0.875
Logistic TAN,5,3162,69,0.80625
Logistic TAN,6,3162,69,0.9058823529411765
Logistic TAN,7,3162,69,0.891156462585034
Logistic TAN,8,3162,69,0.8373493975903614
Logistic TAN,9,3162,69,0.9378531073446328
NB,0,3162,70,0.8635097493036211
NB,1,3162,70,0.946969696969697
NB,2,3162,70,0.7626262626262627
NB,3,3162,70,0.7891566265060241
NB,4,3162,70,0.745
NB,5,3162,70,0.76875
NB,6,3162,70,0.8411764705882353
NB,7,3162,70,0.7891156462585034
NB,8,3162,70,0.7951807228915663
NB,9,3162,70,0.847457627118644
TAN,0,3162,70,0.9303621169916435
TAN,1,3162,70,0.928030303030303
TAN,2,3162,70,0.8484848484848485
TAN,3,3162,70,0.7831325301204819
TAN,4,3162,70,0.875
TAN,5,3162,70,0.85625
TAN,6,3162,70,0.8823529411764706
TAN,7,3162,70,0.8027210884353742
TAN,8,3162,70,0.8072289156626506
TAN,9,3162,70,0.903954802259887
Logistic,0,3162,70,0.9637883008356546
Logistic,1,3162,70,0.9507575757575758
Logistic,2,3162,70,0.8080808080808081
Logistic,3,3162,70,0.8253012048192772
Logistic,4,3162,70,0.855
Logistic,5,3162,70,0.775
Logistic,6,3162,70,0.9
Logistic,7,3162,70,0.8775510204081632
Logistic,8,3162,70,0.8012048192771084
Logistic,9,3162,70,0.9322033898305084
Logistic TAN,0,3162,70,0.9554317548746518
Logistic TAN,1,3162,70,0.9583333333333334
Logistic TAN,2,3162,70,0.8383838383838383
Logistic TAN,3,3162,70,0.8433734939759037
Logistic TAN,4,3162,70,0.865
Logistic TAN,5,3162,70,0.83125
Logistic TAN,6,3162,70,0.8823529411764706
Logistic TAN,7,3162,70,0.8979591836734694
Logistic TAN,8,3162,70,0.8433734939759037
Logistic TAN,9,3162,70,0.9378531073446328
NB,0,3162,71,0.871866295264624
NB,1,3162,71,0.9545454545454546
NB,2,3162,71,0.7676767676767676
NB,3,3162,71,0.7530120481927711
NB,4,3162,71,0.75
NB,5,3162,71,0.79375
NB,6,3162,71,0.8588235294117647
NB,7,3162,71,0.8367346938775511
NB,8,3162,71,0.7831325301204819
NB,9,3162,71,0.8361581920903954
TAN,0,3162,71,0.947075208913649
TAN,1,3162,71,0.9431818181818182
TAN,2,3162,71,0.8434343434343434
TAN,3,3162,71,0.8072289156626506
TAN,4,3162,71,0.855
TAN,5,3162,71,0.81875
TAN,6,3162,71,0.8823529411764706
TAN,7,3162,71,0.8299319727891157
TAN,8,3162,71,0.8313253012048193
TAN,9,3162,71,0.903954802259887
Logistic,0,3162,71,0.9637883008356546
Logistic,1,3162,71,0.9583333333333334
Logistic,2,3162,71,0.8232323232323232
Logistic,3,3162,71,0.8554216867469879
Logistic,4,3162,71,0.865
Logistic,5,3162,71,0.75625
Logistic,6,3162,71,0.9
Logistic,7,3162,71,0.8843537414965986
Logistic,8,3162,71,0.8012048192771084
Logistic,9,3162,71,0.9265536723163842
Logistic TAN,0,3162,71,0.9637883008356546
Logistic TAN,1,3162,71,0.9659090909090909
Logistic TAN,2,3162,71,0.8333333333333334
Logistic TAN,3,3162,71,0.8433734939759037
Logistic TAN,4,3162,71,0.875
Logistic TAN,5,3162,71,0.8
Logistic TAN,6,3162,71,0.888235294117647
Logistic TAN,7,3162,71,0.9115646258503401
Logistic TAN,8,3162,71,0.8132530120481928
Logistic TAN,9,3162,71,0.9322033898305084
NB,0,3162,72,0.8997214484679665
NB,1,3162,72,0.9507575757575758
NB,2,3162,72,0.7626262626262627
NB,3,3162,72,0.7590361445783133
NB,4,3162,72,0.775
NB,5,3162,72,0.75625
NB,6,3162,72,0.8529411764705882
NB,7,3162,72,0.8435374149659864
NB,8,3162,72,0.7831325301204819
NB,9,3162,72,0.8531073446327684
TAN,0,3162,72,0.9610027855153204
TAN,1,3162,72,0.9356060606060606
TAN,2,3162,72,0.8484848484848485
TAN,3,3162,72,0.7831325301204819
TAN,4,3162,72,0.83
TAN,5,3162,72,0.78125
TAN,6,3162,72,0.8764705882352941
TAN,7,3162,72,0.8367346938775511
TAN,8,3162,72,0.8253012048192772
TAN,9,3162,72,0.903954802259887
Logistic,0,3162,72,0.9637883008356546
Logistic,1,3162,72,0.9431818181818182
Logistic,2,3162,72,0.7929292929292929
Logistic,3,3162,72,0.8433734939759037
Logistic,4,3162,72,0.88
Logistic,5,3162,72,0.80625
Logistic,6,3162,72,0.9176470588235294
Logistic,7,3162,72,0.891156462585034
Logistic,8,3162,72,0.8192771084337349
Logistic,9,3162,72,0.9096045197740112
Logistic TAN,0,3162,72,0.9749303621169917
Logistic TAN,1,3162,72,0.9545454545454546
Logistic TAN,2,3162,72,0.8333333333333334
Logistic TAN,3,3162,72,0.8614457831325302
Logistic TAN,4,3162,72,0.89
Logistic TAN,5,3162,72,0.83125
Logistic TAN,6,3162,72,0.9058823529411765
Logistic TAN,7,3162,72,0.8843537414965986
Logistic TAN,8,3162,72,0.8132530120481928
Logistic TAN,9,3162,72,0.9265536723163842
NB,0,3162,73,0.8690807799442897
NB,1,3162,73,0.9507575757575758
NB,2,3162,73,0.7525252525252525
NB,3,3162,73,0.7891566265060241
NB,4,3162,73,0.79
NB,5,3162,73,0.775
NB,6,3162,73,0.8647058823529412
NB,7,3162,73,0.8163265306122449
NB,8,3162,73,0.7710843373493976
NB,9,3162,73,0.8361581920903954
TAN,0,3162,73,0.935933147632312
TAN,1,3162,73,0.928030303030303
TAN,2,3162,73,0.8333333333333334
TAN,3,3162,73,0.7951807228915663
TAN,4,3162,73,0.895
TAN,5,3162,73,0.83125
TAN,6,3162,73,0.8941176470588236
TAN,7,3162,73,0.8299319727891157
TAN,8,3162,73,0.7831325301204819
TAN,9,3162,73,0.8983050847457628
Logistic,0,3162,73,0.9498607242339833
Logistic,1,3162,73,0.9583333333333334
Logistic,2,3162,73,0.8383838383838383
Logistic,3,3162,73,0.8373493975903614
Logistic,4,3162,73,0.895
Logistic,5,3162,73,0.8125
Logistic,6,3162,73,0.9117647058823529
Logistic,7,3162,73,0.8979591836734694
Logistic,8,3162,73,0.7771084337349398
Logistic,9,3162,73,0.9491525423728814
Logistic TAN,0,3162,73,0.9693593314763231
Logistic TAN,1,3162,73,0.9659090909090909
Logistic TAN,2,3162,73,0.8434343434343434
Logistic TAN,3,3162,73,0.8493975903614458
Logistic TAN,4,3162,73,0.88
Logistic TAN,5,3162,73,0.8375
Logistic TAN,6,3162,73,0.9352941176470588
Logistic TAN,7,3162,73,0.8979591836734694
Logistic TAN,8,3162,73,0.7710843373493976
Logistic TAN,9,3162,73,0.9209039548022598
NB,0,3162,74,0.8690807799442897
NB,1,3162,74,0.9507575757575758
NB,2,3162,74,0.7676767676767676
NB,3,3162,74,0.7771084337349398
NB,4,3162,74,0.735
NB,5,3162,74,0.78125
NB,6,3162,74,0.8647058823529412
NB,7,3162,74,0.8027210884353742
NB,8,3162,74,0.8012048192771084
NB,9,3162,74,0.8418079096045198
TAN,0,3162,74,0.947075208913649
TAN,1,3162,74,0.928030303030303
TAN,2,3162,74,0.8535353535353535
TAN,3,3162,74,0.7831325301204819
TAN,4,3162,74,0.895
TAN,5,3162,74,0.8625
TAN,6,3162,74,0.888235294117647
TAN,7,3162,74,0.8299319727891157
TAN,8,3162,74,0.8253012048192772
TAN,9,3162,74,0.8700564971751412
Logistic,0,3162,74,0.9665738161559888
Logistic,1,3162,74,0.9583333333333334
Logistic,2,3162,74,0.8383838383838383
Logistic,3,3162,74,0.8313253012048193
Logistic,4,3162,74,0.865
Logistic,5,3162,74,0.8
Logistic,6,3162,74,0.9058823529411765
Logistic,7,3162,74,0.891156462585034
Logistic,8,3162,74,0.8012048192771084
Logistic,9,3162,74,0.9096045197740112
Logistic TAN,0,3162,74,0.9637883008356546
Logistic TAN,1,3162,74,0.9583333333333334
Logistic TAN,2,3162,74,0.8535353535353535
Logistic TAN,3,3162,74,0.8253012048192772
Logistic TAN,4,3162,74,0.87
Logistic TAN,5,3162,74,0.83125
Logistic TAN,6,3162,74,0.9294117647058824
Logistic TAN,7,3162,74,0.9183673469387755
Logistic TAN,8,3162,74,0.7891566265060241
Logistic TAN,9,3162,74,0.9096045197740112
NB,0,3162,75,0.8746518105849582
NB,1,3162,75,0.9507575757575758
NB,2,3162,75,0.7424242424242424
NB,3,3162,75,0.7710843373493976
NB,4,3162,75,0.78
NB,5,3162,75,0.76875
NB,6,3162,75,0.8647058823529412
NB,7,3162,75,0.8435374149659864
NB,8,3162,75,0.7771084337349398
NB,9,3162,75,0.8587570621468926
TAN,0,3162,75,0.947075208913649
TAN,1,3162,75,0.9356060606060606
TAN,2,3162,75,0.8434343434343434
TAN,3,3162,75,0.7771084337349398
TAN,4,3162,75,0.87
TAN,5,3162,75,0.8375
TAN,6,3162,75,0.888235294117647
TAN,7,3162,75,0.8571428571428571
TAN,8,3162,75,0.8132530120481928
TAN,9,3162,75,0.9265536723163842
Logistic,0,3162,75,0.9721448467966574
Logistic,1,3162,75,0.9545454545454546
Logistic,2,3162,75,0.8131313131313131
Logistic,3,3162,75,0.8313253012048193
Logistic,4,3162,75,0.88
Logistic,5,3162,75,0.75
Logistic,6,3162,75,0.9058823529411765
Logistic,7,3162,75,0.9047619047619048
Logistic,8,3162,75,0.7891566265060241
Logistic,9,3162,75,0.943502824858757
Logistic TAN,0,3162,75,0.9721448467966574
Logistic TAN,1,3162,75,0.9545454545454546
Logistic TAN,2,3162,75,0.8080808080808081
Logistic TAN,3,3162,75,0.8192771084337349
Logistic TAN,4,3162,75,0.89
Logistic TAN,5,3162,75,0.775
Logistic TAN,6,3162,75,0.888235294117647
Logistic TAN,7,3162,75,0.8979591836734694
Logistic TAN,8,3162,75,0.7951807228915663
Logistic TAN,9,3162,75,0.9322033898305084
NB,0,3162,76,0.8885793871866295
NB,1,3162,76,0.946969696969697
NB,2,3162,76,0.7828282828282829
NB,3,3162,76,0.7650602409638554
NB,4,3162,76,0.765
NB,5,3162,76,0.775
NB,6,3162,76,0.8588235294117647
NB,7,3162,76,0.8095238095238095
NB,8,3162,76,0.7891566265060241
NB,9,3162,76,0.8192090395480226
TAN,0,3162,76,0.9442896935933147
TAN,1,3162,76,0.9431818181818182
TAN,2,3162,76,0.8434343434343434
TAN,3,3162,76,0.7831325301204819
TAN,4,3162,76,0.88
TAN,5,3162,76,0.875
TAN,6,3162,76,0.8705882352941177
TAN,7,3162,76,0.8095238095238095
TAN,8,3162,76,0.8313253012048193
TAN,9,3162,76,0.8757062146892656
Logistic,0,3162,76,0.9637883008356546
Logistic,1,3162,76,0.9507575757575758
Logistic,2,3162,76,0.8484848484848485
Logistic,3,3162,76,0.8493975903614458
Logistic,4,3162,76,0.865
Logistic,5,3162,76,0.775
Logistic,6,3162,76,0.9176470588235294
Logistic,7,3162,76,0.8571428571428571
Logistic,8,3162,76,0.8132530120481928
Logistic,9,3162,76,0.9265536723163842
Logistic TAN,0,3162,76,0.9721448467966574
Logistic TAN,1,3162,76,0.9507575757575758
Logistic TAN,2,3162,76,0.8535353535353535
Logistic TAN,3,3162,76,0.8253012048192772
Logistic TAN,4,3162,76,0.86
Logistic TAN,5,3162,76,0.81875
Logistic TAN,6,3162,76,0.8823529411764706
Logistic TAN,7,3162,76,0.8843537414965986
Logistic TAN,8,3162,76,0.8253012048192772
Logistic TAN,9,3162,76,0.9152542372881356
NB,0,3162,77,0.8746518105849582
NB,1,3162,77,0.9545454545454546
NB,2,3162,77,0.7777777777777778
NB,3,3162,77,0.7831325301204819
NB,4,3162,77,0.77
NB,5,3162,77,0.7625
NB,6,3162,77,0.8588235294117647
NB,7,3162,77,0.8367346938775511
NB,8,3162,77,0.8072289156626506
NB,9,3162,77,0.847457627118644
TAN,0,3162,77,0.9554317548746518
TAN,1,3162,77,0.9431818181818182
TAN,2,3162,77,0.8585858585858586
TAN,3,3162,77,0.7771084337349398
TAN,4,3162,77,0.85
TAN,5,3162,77,0.8375
TAN,6,3162,77,0.888235294117647
TAN,7,3162,77,0.8299319727891157
TAN,8,3162,77,0.8433734939759037
TAN,9,3162,77,0.8926553672316384
Logistic,0,3162,77,0.9554317548746518
Logistic,1,3162,77,0.9583333333333334
Logistic,2,3162,77,0.8282828282828283
Logistic,3,3162,77,0.8132530120481928
Logistic,4,3162,77,0.85
Logistic,5,3162,77,0.80625
Logistic,6,3162,77,0.9117647058823529
Logistic,7,3162,77,0.8639455782312925
Logistic,8,3162,77,0.8313253012048193
Logistic,9,3162,77,0.9322033898305084
Logistic TAN,0,3162,77,0.9693593314763231
Logistic TAN,1,3162,77,0.9621212121212122
Logistic TAN,2,3162,77,0.8787878787878788
Logistic TAN,3,3162,77,0.8313253012048193
Logistic TAN,4,3162,77,0.885
Logistic TAN,5,3162,77,0.825
Logistic TAN,6,3162,77,0.9058823529411765
Logistic TAN,7,3162,77,0.8843537414965986
Logistic TAN,8,3162,77,0.8373493975903614
Logistic TAN,9,3162,77,0.9209039548022598
NB,0,3162,78,0.871866295264624
NB,1,3162,78,0.946969696969697
NB,2,3162,78,0.7626262626262627
NB,3,3162,78,0.7590361445783133
NB,4,3162,78,0.785
NB,5,3162,78,0.7625
NB,6,3162,78,0.8529411764705882
NB,7,3162,78,0.8367346938775511
NB,8,3162,78,0.7831325301204819
NB,9,3162,78,0.8248587570621468
TAN,0,3162,78,0.9415041782729805
TAN,1,3162,78,0.9356060606060606
TAN,2,3162,78,0.8636363636363636
TAN,3,3162,78,0.8072289156626506
TAN,4,3162,78,0.9
TAN,5,3162,78,0.825
TAN,6,3162,78,0.8823529411764706
TAN,7,3162,78,0.8299319727891157
TAN,8,3162,78,0.8192771084337349
TAN,9,3162,78,0.8926553672316384
Logistic,0,3162,78,0.958217270194986
Logistic,1,3162,78,0.946969696969697
Logistic,2,3162,78,0.8383838383838383
Logistic,3,3162,78,0.8554216867469879
Logistic,4,3162,78,0.885
Logistic,5,3162,78,0.775
Logistic,6,3162,78,0.9235294117647059
Logistic,7,3162,78,0.8639455782312925
Logistic,8,3162,78,0.7650602409638554
Logistic,9,3162,78,0.9096045197740112
Logistic TAN,0,3162,78,0.9693593314763231
Logistic TAN,1,3162,78,0.9507575757575758
Logistic TAN,2,3162,78,0.8282828282828283
Logistic TAN,3,3162,78,0.8614457831325302
Logistic TAN,4,3162,78,0.885
Logistic TAN,5,3162,78,0.81875
Logistic TAN,6,3162,78,0.9058823529411765
Logistic TAN,7,3162,78,0.9047619047619048
Logistic TAN,8,3162,78,0.8433734939759037
Logistic TAN,9,3162,78,0.9152542372881356
NB,0,3162,79,0.8857938718662952
NB,1,3162,79,0.9545454545454546
NB,2,3162,79,0.7929292929292929
NB,3,3162,79,0.7771084337349398
NB,4,3162,79,0.795
NB,5,3162,79,0.76875
NB,6,3162,79,0.8647058823529412
NB,7,3162,79,0.8095238095238095
NB,8,3162,79,0.7891566265060241
NB,9,3162,79,0.8248587570621468
TAN,0,3162,79,0.9415041782729805
TAN,1,3162,79,0.9431818181818182
TAN,2,3162,79,0.8636363636363636
TAN,3,3162,79,0.7530120481927711
TAN,4,3162,79,0.895
TAN,5,3162,79,0.825
TAN,6,3162,79,0.9
TAN,7,3162,79,0.8299319727891157
TAN,8,3162,79,0.8614457831325302
TAN,9,3162,79,0.903954802259887
Logistic,0,3162,79,0.9610027855153204
Logistic,1,3162,79,0.9583333333333334
Logistic,2,3162,79,0.8232323232323232
Logistic,3,3162,79,0.8192771084337349
Logistic,4,3162,79,0.86
Logistic,5,3162,79,0.7625
Logistic,6,3162,79,0.9176470588235294
Logistic,7,3162,79,0.891156462585034
Logistic,8,3162,79,0.8132530120481928
Logistic,9,3162,79,0.9322033898305084
Logistic TAN,0,3162,79,0.9721448467966574
Logistic TAN,1,3162,79,0.9583333333333334
Logistic TAN,2,3162,79,0.8333333333333334
Logistic TAN,3,3162,79,0.8192771084337349
Logistic TAN,4,3162,79,0.89
Logistic TAN,5,3162,79,0.7875
Logistic TAN,6,3162,79,0.9176470588235294
Logistic TAN,7,3162,79,0.8979591836734694
Logistic TAN,8,3162,79,0.8253012048192772
Logistic TAN,9,3162,79,0.9096045197740112
NB,0,3162,80,0.871866295264624
NB,1,3162,80,0.9431818181818182
NB,2,3162,80,0.7626262626262627
NB,3,3162,80,0.7650602409638554
NB,4,3162,80,0.75
NB,5,3162,80,0.78125
NB,6,3162,80,0.8588235294117647
NB,7,3162,80,0.8367346938775511
NB,8,3162,80,0.8132530120481928
NB,9,3162,80,0.8248587570621468
TAN,0,3162,80,0.9415041782729805
TAN,1,3162,80,0.9166666666666666
TAN,2,3162,80,0.8434343434343434
TAN,3,3162,80,0.7951807228915663
TAN,4,3162,80,0.89
TAN,5,3162,80,0.83125
TAN,6,3162,80,0.8588235294117647
TAN,7,3162,80,0.8435374149659864
TAN,8,3162,80,0.8373493975903614
TAN,9,3162,80,0.864406779661017
Logistic,0,3162,80,0.9665738161559888
Logistic,1,3162,80,0.9583333333333334
Logistic,2,3162,80,0.8232323232323232
Logistic,3,3162,80,0.8674698795180723
Logistic,4,3162,80,0.865
Logistic,5,3162,80,0.825
Logistic,6,3162,80,0.9
Logistic,7,3162,80,0.8775510204081632
Logistic,8,3162,80,0.7831325301204819
Logistic,9,3162,80,0.9378531073446328
Logistic TAN,0,3162,80,0.9610027855153204
Logistic TAN,1,3162,80,0.9545454545454546
Logistic TAN,2,3162,80,0.803030303030303
Logistic TAN,3,3162,80,0.8674698795180723
Logistic TAN,4,3162,80,0.91
Logistic TAN,5,3162,80,0.83125
Logistic TAN,6,3162,80,0.9176470588235294
Logistic TAN,7,3162,80,0.8639455782312925
Logistic TAN,8,3162,80,0.8132530120481928
Logistic TAN,9,3162,80,0.903954802259887
NB,0,3162,81,0.871866295264624
NB,1,3162,81,0.9545454545454546
NB,2,3162,81,0.7727272727272727
NB,3,3162,81,0.7710843373493976
NB,4,3162,81,0.77
NB,5,3162,81,0.76875
NB,6,3162,81,0.8647058823529412
NB,7,3162,81,0.7959183673469388
NB,8,3162,81,0.8012048192771084
NB,9,3162,81,0.8361581920903954
TAN,0,3162,81,0.9498607242339833
TAN,1,3162,81,0.9356060606060606
TAN,2,3162,81,0.8434343434343434
TAN,3,3162,81,0.7951807228915663
TAN,4,3162,81,0.87
TAN,5,3162,81,0.85
TAN,6,3162,81,0.8823529411764706
TAN,7,3162,81,0.8299319727891157
TAN,8,3162,81,0.8132530120481928
TAN,9,3162,81,0.9096045197740112
Logistic,0,3162,81,0.9665738161559888
Logistic,1,3162,81,0.9583333333333334
Logistic,2,3162,81,0.797979797979798
Logistic,3,3162,81,0.8493975903614458
Logistic,4,3162,81,0.85
Logistic,5,3162,81,0.7375
Logistic,6,3162,81,0.9294117647058824
Logistic,7,3162,81,0.891156462585034
Logistic,8,3162,81,0.8072289156626506
Logistic,9,3162,81,0.8926553672316384
Logistic TAN,0,3162,81,0.9693593314763231
Logistic TAN,1,3162,81,0.9696969696969697
Logistic TAN,2,3162,81,0.8181818181818182
Logistic TAN,3,3162,81,0.8493975903614458
Logistic TAN,4,3162,81,0.865
Logistic TAN,5,3162,81,0.81875
Logistic TAN,6,3162,81,0.9
Logistic TAN,7,3162,81,0.8775510204081632
Logistic TAN,8,3162,81,0.7831325301204819
Logistic TAN,9,3162,81,0.9152542372881356
NB,0,3162,82,0.8913649025069638
NB,1,3162,82,0.946969696969697
NB,2,3162,82,0.7676767676767676
NB,3,3162,82,0.7771084337349398
NB,4,3162,82,0.765
NB,5,3162,82,0.75625
NB,6,3162,82,0.8705882352941177
NB,7,3162,82,0.8095238095238095
NB,8,3162,82,0.7650602409638554
NB,9,3162,82,0.8135593220338984
TAN,0,3162,82,0.9415041782729805
TAN,1,3162,82,0.9356060606060606
TAN,2,3162,82,0.8585858585858586
TAN,3,3162,82,0.7650602409638554
TAN,4,3162,82,0.885
TAN,5,3162,82,0.8375
TAN,6,3162,82,0.888235294117647
TAN,7,3162,82,0.8639455782312925
TAN,8,3162,82,0.8253012048192772
TAN,9,3162,82,0.8983050847457628
Logistic,0,3162,82,0.9637883008356546
Logistic,1,3162,82,0.9696969696969697
Logistic,2,3162,82,0.8282828282828283
Logistic,3,3162,82,0.8554216867469879
Logistic,4,3162,82,0.885
Logistic,5,3162,82,0.76875
Logistic,6,3162,82,0.9
Logistic,7,3162,82,0.8775510204081632
Logistic,8,3162,82,0.8433734939759037
Logistic,9,3162,82,0.9322033898305084
Logistic TAN,0,3162,82,0.9637883008356546
Logistic TAN,1,3162,82,0.9659090909090909
Logistic TAN,2,3162,82,0.8535353535353535
Logistic TAN,3,3162,82,0.8072289156626506
Logistic TAN,4,3162,82,0.89
Logistic TAN,5,3162,82,0.85
Logistic TAN,6,3162,82,0.9
Logistic TAN,7,3162,82,0.8979591836734694
Logistic TAN,8,3162,82,0.8253012048192772
Logistic TAN,9,3162,82,0.903954802259887
NB,0,3162,83,0.8746518105849582
NB,1,3162,83,0.9545454545454546
NB,2,3162,83,0.7777777777777778
NB,3,3162,83,0.7530120481927711
NB,4,3162,83,0.78
NB,5,3162,83,0.78125
NB,6,3162,83,0.8647058823529412
NB,7,3162,83,0.8639455782312925
NB,8,3162,83,0.8012048192771084
NB,9,3162,83,0.8418079096045198
TAN,0,3162,83,0.9415041782729805
TAN,1,3162,83,0.9356060606060606
TAN,2,3162,83,0.8383838383838383
TAN,3,3162,83,0.8132530120481928
TAN,4,3162,83,0.885
TAN,5,3162,83,0.8625
TAN,6,3162,83,0.888235294117647
TAN,7,3162,83,0.8435374149659864
TAN,8,3162,83,0.8313253012048193
TAN,9,3162,83,0.9096045197740112
Logistic,0,3162,83,0.9693593314763231
Logistic,1,3162,83,0.9583333333333334
Logistic,2,3162,83,0.8080808080808081
Logistic,3,3162,83,0.8795180722891566
Logistic,4,3162,83,0.86
Logistic,5,3162,83,0.8
Logistic,6,3162,83,0.9176470588235294
Logistic,7,3162,83,0.8843537414965986
Logistic,8,3162,83,0.8192771084337349
Logistic,9,3162,83,0.9265536723163842
Logistic TAN,0,3162,83,0.9693593314763231
Logistic TAN,1,3162,83,0.9621212121212122
Logistic TAN,2,3162,83,0.8333333333333334
Logistic TAN,3,3162,83,0.8313253012048193
Logistic TAN,4,3162,83,0.905
Logistic TAN,5,3162,83,0.84375
Logistic TAN,6,3162,83,0.9117647058823529
Logistic TAN,7,3162,83,0.8843537414965986
Logistic TAN,8,3162,83,0.8433734939759037
Logistic TAN,9,3162,83,0.9152542372881356
NB,0,3162,84,0.8802228412256268
NB,1,3162,84,0.946969696969697
NB,2,3162,84,0.7676767676767676
NB,3,3162,84,0.7650602409638554
NB,4,3162,84,0.775
NB,5,3162,84,0.775
NB,6,3162,84,0.8411764705882353
NB,7,3162,84,0.8775510204081632
NB,8,3162,84,0.8132530120481928
NB,9,3162,84,0.8361581920903954
TAN,0,3162,84,0.9526462395543176
TAN,1,3162,84,0.9318181818181818
TAN,2,3162,84,0.8383838383838383
TAN,3,3162,84,0.7710843373493976
TAN,4,3162,84,0.84
TAN,5,3162,84,0.85625
TAN,6,3162,84,0.888235294117647
TAN,7,3162,84,0.8435374149659864
TAN,8,3162,84,0.8433734939759037
TAN,9,3162,84,0.8926553672316384
Logistic,0,3162,84,0.9637883008356546
Logistic,1,3162,84,0.9356060606060606
Logistic,2,3162,84,0.797979797979798
Logistic,3,3162,84,0.8253012048192772
Logistic,4,3162,84,0.855
Logistic,5,3162,84,0.8
Logistic,6,3162,84,0.9058823529411765
Logistic,7,3162,84,0.9183673469387755
